,",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28"
373,"373,N,0.28017883755588674,0.2995529061102832,0.28912071535022354,0.29806259314456035,0.26229508196721313,0.30104321907600595,0.30104321907600595,0.30700447093889716,0.3025335320417288,0.30402384500745155,0.3323397913561848,0.29210134128166915,0.3204172876304024,0.293591654247392,0.29508196721311475,0.31892697466467956,0.28614008941877794,0.27123695976154993,0.293591654247392,0.27421758569299554,0.2533532041728763,0.2846497764530551,0.8256333830104322,0.8181818181818182,0.0,,,"
374,"374,O,0.28315946348733234,0.28315946348733234,0.3025335320417288,0.28017883755588674,0.33084947839046197,0.29806259314456035,0.2906110283159464,0.30700447093889716,0.3114754098360656,0.32190760059612517,0.30849478390462,0.30700447093889716,0.31296572280178836,0.30402384500745155,0.33383010432190763,0.21907600596125187,0.28017883755588674,0.29210134128166915,0.27421758569299554,0.2757078986587183,0.29806259314456035,0.29210134128166915,0.789865871833085,0.8077496274217586,0.0,,,"
375,"375,P,0.2548435171385991,0.2786885245901639,0.2637853949329359,0.29806259314456035,0.2995529061102832,0.28614008941877794,0.28315946348733234,0.28763040238450077,0.293591654247392,0.2608047690014903,0.29806259314456035,0.2995529061102832,0.28912071535022354,0.31594634873323396,0.2965722801788376,0.2846497764530551,0.28315946348733234,0.2906110283159464,0.2786885245901639,0.2816691505216095,0.2846497764530551,0.2578241430700447,0.842026825633383,0.8554396423248882,0.0,,,"
376,"376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
377,"377,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
378,"378,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,"
379,"379,8,1,H2060264,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 17:59,,,,,,,,,,,,,,,,,"
380,"380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
381,"381,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
382,"382,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,"
383,"383,8,Jez US LUM 384 (cps),0,4,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,"
384,"384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
385,"385,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
386,"386,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,"
387,"387,A,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,"
388,"388,B,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,"
389,"389,C,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,"
390,"390,D,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,"
391,"391,E,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,"
392,"392,F,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,"
393,"393,G,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,"
394,"394,H,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,"
395,"395,I,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,"
396,"396,J,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,"
397,"397,K,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,"
398,"398,L,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,"
399,"399,M,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,"
400,"400,N,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,"
401,"401,O,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,"
402,"402,P,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,"
403,"403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
404,"404,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
405,"405,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,"
406,"406,8,1,H2060264,14.01,17.51,17.62,42.3,42,17.9,17.92,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 17:59,,,,,,,,,,,,"
407,"407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
408,"408,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
409,"409,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,"
410,"410,8,Jez US LUM 384 (cps),0,4,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,"
411,"411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
412,"412,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,"
413,"413,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,"
414,"414,A,0.21755253399258342,0.2249690976514215,0.22867737948084055,0.2311495673671199,0.2360939431396786,0.22744128553770088,0.2484548825710754,0.22991347342398022,0.23980222496909764,0.2323856613102596,0.24598269468479605,0.25339925834363414,0.22126081582200247,0.22744128553770088,0.22620519159456118,0.21508034610630408,0.2323856613102596,0.22126081582200247,0.2323856613102596,0.22991347342398022,0.22620519159456118,0.21878862793572312,0.8368355995055624,0.9555006180469716,0.0,,,"
415,"415,B,0.2126081582200247,0.22744128553770088,0.48825710754017304,0.24103831891223734,0.23856613102595797,0.2311495673671199,0.24721878862793573,0.24969097651421507,0.24474660074165636,0.2558714462299135,0.2558714462299135,0.25339925834363414,0.22373300370828184,0.24721878862793573,0.2323856613102596,0.242274412855377,0.24103831891223734,0.22991347342398022,0.21755253399258342,0.21013597033374537,0.21137206427688504,0.2249690976514215,0.7317676143386898,0.8121137206427689,0.0,,,"
416,"416,C,0.23980222496909764,0.24721878862793573,0.24969097651421507,0.24598269468479605,0.24598269468479605,0.242274412855377,0.24474660074165636,0.2583436341161928,0.24598269468479605,0.24598269468479605,0.2657601977750309,0.2595797280593325,0.25092707045735474,0.25339925834363414,0.2669962917181706,0.2546353522867738,0.242274412855377,0.24351050679851668,0.2249690976514215,0.22867737948084055,0.19530284301606923,0.22744128553770088,0.7626699629171817,0.7527812113720643,0.0,,,"
417,"417,D,0.22249690976514216,0.23485784919653893,0.23856613102595797,0.22620519159456118,0.24969097651421507,0.2657601977750309,0.27070457354758964,0.2669962917181706,0.2546353522867738,0.28059332509270707,0.25339925834363414,0.26823238566131025,0.24598269468479605,0.2583436341161928,0.242274412855377,0.23485784919653893,0.24351050679851668,0.2373300370828183,0.21508034610630408,0.2311495673671199,0.207663782447466,0.22744128553770088,0.8071693448702101,0.8516687268232386,0.0,,,"
418,"418,E,0.24721878862793573,0.2719406674907293,0.2595797280593325,0.3263288009888752,0.28059332509270707,0.28182941903584674,0.27812113720642767,0.27441285537700866,0.28059332509270707,0.28059332509270707,0.2978986402966625,0.29171817058096416,0.276885043263288,0.2867737948084054,0.2880098887515451,0.26823238566131025,0.29913473423980225,0.2657601977750309,0.2360939431396786,0.25710754017305315,0.25339925834363414,0.2521631644004944,0.8912237330037083,0.8541409147095179,0.0,,,"
419,"419,F,0.25710754017305315,0.273176761433869,0.2595797280593325,0.26328800988875156,0.273176761433869,0.2558714462299135,0.2843016069221261,0.273176761433869,0.2941903584672435,0.29295426452410384,0.3003708281829419,0.2954264524103832,0.2892459826946848,0.27070457354758964,0.29171817058096416,0.26823238566131025,0.27564894932014833,0.27564894932014833,0.27441285537700866,0.2669962917181706,0.24721878862793573,0.242274412855377,0.8800988875154512,0.9394313967861557,0.0,,,"
420,"420,G,0.2323856613102596,0.26081582200247216,0.24598269468479605,0.2583436341161928,0.27812113720642767,0.23856613102595797,0.2867737948084054,0.2978986402966625,0.2954264524103832,0.2694684796044499,0.2558714462299135,0.2867737948084054,0.2657601977750309,0.2880098887515451,0.2694684796044499,0.24721878862793573,0.27070457354758964,0.24103831891223734,0.2521631644004944,0.24351050679851668,0.242274412855377,0.24351050679851668,0.9023485784919654,0.9357231149567367,0.0,,,"
421,"421,H,0.22867737948084055,0.2595797280593325,0.26081582200247216,0.26328800988875156,0.28182941903584674,0.26328800988875156,0.3003708281829419,0.23856613102595797,0.2867737948084054,0.2904820766378245,0.2719406674907293,0.28182941903584674,0.27812113720642767,0.276885043263288,0.27564894932014833,0.2558714462299135,0.28059332509270707,0.2657601977750309,0.23980222496909764,0.24598269468479605,0.24969097651421507,0.24598269468479605,0.907292954264524,0.899876390605686,0.0,,,"
422,"422,I,0.2373300370828183,0.2521631644004944,0.24351050679851668,0.26328800988875156,0.23856613102595797,0.2595797280593325,0.25092707045735474,0.2669962917181706,0.2694684796044499,0.2694684796044499,0.2521631644004944,0.2558714462299135,0.25710754017305315,0.2323856613102596,0.25092707045735474,0.26081582200247216,0.2620519159456119,0.2484548825710754,0.24969097651421507,0.25710754017305315,0.2360939431396786,0.24721878862793573,0.9035846724351051,0.9431396786155748,0.0,,,"
423,"423,J,0.22744128553770088,0.23362175525339926,0.23980222496909764,0.25339925834363414,0.24351050679851668,0.2546353522867738,0.22373300370828184,0.2669962917181706,0.27441285537700866,0.25092707045735474,0.2583436341161928,0.2657601977750309,0.2583436341161928,0.2657601977750309,0.25710754017305315,0.24351050679851668,0.2558714462299135,0.24598269468479605,0.33868974042027195,0.24351050679851668,0.2126081582200247,0.2373300370828183,0.8949320148331273,0.8454882571075402,0.0,,,"
424,"424,K,0.22126081582200247,0.24598269468479605,0.2595797280593325,0.2583436341161928,0.27564894932014833,0.27070457354758964,0.29295426452410384,0.26081582200247216,0.27935723114956734,0.2595797280593325,0.2669962917181706,0.26823238566131025,0.2620519159456119,0.26823238566131025,0.25339925834363414,0.2669962917181706,0.27070457354758964,0.24598269468479605,0.24474660074165636,0.25092707045735474,0.22373300370828184,0.25092707045735474,0.9122373300370828,0.9171817058096415,0.0,,,"
425,"425,L,0.22991347342398022,0.23362175525339926,0.25710754017305315,0.25339925834363414,0.2558714462299135,0.26081582200247216,0.2719406674907293,0.25092707045735474,0.2657601977750309,0.26452410383189123,0.28553770086526575,0.2843016069221261,0.2583436341161928,0.2546353522867738,0.25710754017305315,0.27441285537700866,0.25339925834363414,0.25092707045735474,0.2484548825710754,0.2311495673671199,0.2484548825710754,0.23485784919653893,0.9715698393077874,0.9159456118665018,0.0,,,"
426,"426,M,0.2138442521631644,0.24103831891223734,0.24103831891223734,0.24721878862793573,0.24474660074165636,0.23980222496909764,0.26452410383189123,0.2521631644004944,0.24969097651421507,0.27441285537700866,0.273176761433869,0.26823238566131025,0.27070457354758964,0.2360939431396786,0.27070457354758964,0.26452410383189123,0.2521631644004944,0.24103831891223734,0.242274412855377,0.2521631644004944,0.21755253399258342,0.25339925834363414,1.0,0.9419035846724351,0.0,,,"
427,"427,N,0.21508034610630408,0.23980222496909764,0.2249690976514215,0.21631644004944375,0.24103831891223734,0.2521631644004944,0.26081582200247216,0.24969097651421507,0.2657601977750309,0.26081582200247216,0.24969097651421507,0.24721878862793573,0.24103831891223734,0.25710754017305315,0.25339925834363414,0.25339925834363414,0.24351050679851668,0.24474660074165636,0.2583436341161928,0.2126081582200247,0.2323856613102596,0.23856613102595797,0.8875154511742892,0.9987639060568603,0.0,,,"
428,"428,O,0.21013597033374537,0.2311495673671199,0.2249690976514215,0.22620519159456118,0.2521631644004944,0.22744128553770088,0.24721878862793573,0.2546353522867738,0.2373300370828183,0.24474660074165636,0.23980222496909764,0.276885043263288,0.23362175525339926,0.2521631644004944,0.25092707045735474,0.22249690976514216,0.24474660074165636,0.25092707045735474,0.2311495673671199,0.242274412855377,0.22867737948084055,0.22867737948084055,0.9456118665018541,0.9703337453646477,0.0,,,"
429,"429,P,0.22620519159456118,0.22620519159456118,0.20519159456118666,0.23362175525339926,0.21755253399258342,0.22744128553770088,0.23362175525339926,0.2360939431396786,0.2249690976514215,0.24598269468479605,0.22249690976514216,0.2373300370828183,0.23980222496909764,0.2558714462299135,0.2558714462299135,0.2484548825710754,0.22991347342398022,0.22867737948084055,0.22620519159456118,0.21755253399258342,0.22249690976514216,0.2311495673671199,0.9851668726823238,0.9789864029666254,0.0,,,"
430,"430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
431,"431,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
432,"432,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,"
433,"433,9,1,H2060266,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 18:01,,,,,,,,,,,,,,,,,"
434,"434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
435,"435,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
436,"436,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,"
437,"437,9,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,"
438,"438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
439,"439,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
440,"440,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,"
441,"441,A,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,"
442,"442,B,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,"
443,"443,C,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,"
444,"444,D,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,"
445,"445,E,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,"
446,"446,F,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,"
447,"447,G,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,"
448,"448,H,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,"
449,"449,I,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,"
450,"450,J,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,"
451,"451,K,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,"
452,"452,L,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,"
453,"453,M,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,"
454,"454,N,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,"
455,"455,O,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,"
456,"456,P,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,"
457,"457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
458,"458,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
459,"459,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,"
460,"460,9,1,H2060266,14.01,17.62,17.52,41.8,41.7,17.92,17.92,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 18:01,,,,,,,,,,,,"
461,"461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
462,"462,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
463,"463,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,"
464,"464,9,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,"
465,"465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
466,"466,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,"
467,"467,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,"
468,"468,A,0.22012578616352202,0.2289308176100629,0.2339622641509434,0.25660377358490566,0.23647798742138365,0.24654088050314465,0.25660377358490566,0.23522012578616353,0.24528301886792453,0.27169811320754716,0.27169811320754716,0.24150943396226415,0.24528301886792453,0.24779874213836478,0.2528301886792453,0.24025157232704403,0.25660377358490566,0.2188679245283019,0.23522012578616353,0.23018867924528302,0.23018867924528302,0.22515723270440252,0.8540880503144654,0.8830188679245283,0.0,,,"
469,"469,B,0.23018867924528302,0.22767295597484277,0.24276729559748428,0.22515723270440252,0.25534591194968553,0.24150943396226415,0.2540880503144654,0.2691823899371069,0.25031446540880503,0.24025157232704403,0.24654088050314465,0.2540880503144654,0.2591194968553459,0.25031446540880503,0.2578616352201258,0.24654088050314465,0.24528301886792453,0.2578616352201258,0.22515723270440252,0.23270440251572327,0.2188679245283019,0.22264150943396227,0.7144654088050314,0.779874213836478,0.0,,,"
470,"470,C,0.23018867924528302,0.22012578616352202,0.24654088050314465,0.25031446540880503,0.2289308176100629,0.24779874213836478,0.26037735849056604,0.2591194968553459,0.26037735849056604,0.25157232704402516,0.26037735849056604,0.25157232704402516,0.27044025157232704,0.20628930817610064,0.2490566037735849,0.2540880503144654,0.2339622641509434,0.24025157232704403,0.21761006289308177,0.2289308176100629,0.21509433962264152,0.23018867924528302,0.7194968553459119,0.8037735849056604,0.0,,,"
471,"471,D,0.22264150943396227,0.2188679245283019,0.24150943396226415,0.22264150943396227,0.25534591194968553,0.2528301886792453,0.25031446540880503,0.2591194968553459,0.26037735849056604,0.26163522012578616,0.25534591194968553,0.2490566037735849,0.26540880503144654,0.26163522012578616,0.26666666666666666,0.26037735849056604,0.2628930817610063,0.24276729559748428,0.22515723270440252,0.1710691823899371,0.23647798742138365,0.23773584905660378,0.7081761006289308,0.730817610062893,0.0,,,"
472,"472,E,0.27672955974842767,0.26163522012578616,0.27044025157232704,0.2830188679245283,0.27547169811320754,0.2779874213836478,0.2918238993710692,0.29056603773584905,0.31572327044025156,0.30062893081761005,0.2993710691823899,0.29056603773584905,0.30062893081761005,0.2993710691823899,0.2918238993710692,0.2918238993710692,0.28176100628930817,0.27547169811320754,0.28176100628930817,0.2641509433962264,0.2641509433962264,0.25534591194968553,0.8817610062893082,0.8754716981132076,0.0,,,"
473,"473,F,0.24654088050314465,0.2742138364779874,0.2729559748427673,0.28176100628930817,0.3069182389937107,0.2691823899371069,0.3119496855345912,0.27044025157232704,0.2792452830188679,0.30943396226415093,0.2943396226415094,0.30062893081761005,0.2993710691823899,0.2981132075471698,0.29559748427672955,0.2893081761006289,0.28176100628930817,0.2918238993710692,0.2880503144654088,0.29056603773584905,0.2528301886792453,0.27169811320754716,0.7584905660377359,0.8415094339622642,0.0,,,"
